Backend_Time,ESP_Time,experimentName,comment,programStatus,airPumpStatus,drainPumpStatus,nutrientPumpStatus,basePumpStatus,stirringMotorStatus,heatingPlateStatus,ledGrowLightStatus,waterTemp,airTemp,ph,turbidity,oxygen,airFlow
2024-06-07 09:16:43,07:16:43,None,,,0,0,0,0,0,0,0,23.81,-1000,11.88,4.38,22,-1
2024-06-07 09:16:44,07:16:43,None,,,0,0,0,0,0,0,0,23.77,-1000,11.74,4.39,0,0
2024-06-07 09:16:44,07:16:43,None,,,0,0,0,0,0,0,0,23.87,-1000,10.94,4.39,0,-1
2024-06-07 09:16:44,07:16:43,None,,,0,0,0,0,0,0,0,23.81,-1000,12.1,4.39,0,-1
2024-06-07 09:16:44,07:16:43,None,,,0,0,0,0,0,0,0,23.91,-1000,11.52,4.38,22,-1
2024-06-07 09:16:44,07:16:44,None,,,0,0,0,0,0,0,0,23.87,-1000,11.1,4.39,0,-1
2024-06-07 09:16:45,07:16:44,None,,,0,0,0,0,0,0,0,23.84,-1000,12.21,4.39,0,0
2024-06-07 09:16:45,07:16:44,None,,,0,0,0,0,0,0,0,23.87,-1000,11.27,4.36,0,-1
2024-06-07 09:16:45,07:16:44,None,,,0,0,0,0,0,0,0,23.84,-1000,11.27,4.39,0,-1
2024-06-07 09:16:45,07:16:44,None,,,0,0,0,0,0,0,0,23.87,-1000,12.18,4.39,0,-1
